nome,cargo,sexo,idade,salario
Lisa Zielinski,supervisor,F,45,3001.31
Thomas Patterson,atendent,M,48,1015.09
Anita Patrick,analista,F,24,1543.41
Garry Ainsworth,atendent,M,26,782.25
Jo Okura,supervisor,F,58,3196.03
Mitchell Johnson,operador,M,34,922.68
David Jennings,operador,M,45,1089.92
Frederick Lester,operador,M,43,1026.73
Scott Perez,operador,M,56,1135.37
Andy Mildon,operador,M,32,809.79
Kristie Malone,vendedor,F,54,1163.62
Donna Simpson,analista,F,49,1266.17
Anna Wood,operador,F,47,1062.57
Jeremy Huggins,operador,M,21,848.06
Harold Beedle,atendente:,M,29,947.26
Paul Haran,atendent,M,34,797.29
James Catalano,operador,M,40,854.55
Wendy Callahan,atendente:,F,23,914.45
William Ropp,vendedor,M,39,1241.04
Diane Bradford,operador,F,30,1022.21
Ann Johnson,operador,F,33,991.52
Jeffery King,vendedor,M,40,1239.09
Fiona Greene,operador,F,40,1115.43
Michelle Owens,supervisor,F,49,3393.97
Robert Fortunato,analista,M,38,1537.72
Lydia Lavoy,operador,F,50,972.74
Christa Bence,operador,F,35,1076.63
Ryan Shane,atendente:,M,43,738.97
William Ramirez,operador,M,37,961.37
Larry Stokes,supervisor,M,47,2819.33
Brenda Castaneda,atendente:,F,54,713.2
Kathleen Mayhugh,vendedor,F,24,1415.13
Cathy Schultz,supervisor,F,41,2976.01
Megan Barry,supervisor,F,30,2694.85
Elizabeth Timmerman,supervisor,F,40,2987.32
Bobby Oliver,operador,M,45,808.31
Cheryl Byrnes,atendente:,F,35,971.31
Hortense Shine,atendent,F,47,958.29
Roy Schwenck,operador,M,41,1007.28
Gaynell Santana,operador,F,47,996.03
Dale Sutton,vendedor,M,57,1326.01
Rico Smith,operador,M,34,928.13
Albert Gauger,analista,M,22,1631.18
Alexander Wolf,vendedor,M,39,1087.5
Alicia Ponce,atendente:,F,50,928.08
Joshua Madera,analista,M,39,1465.72
William Savage,analista,M,32,1525.33
Orlando Steenbergen,atendente:,M,58,983.86
Suzanne Yarbrough,atendent,F,36,794.16
Yvette Sullivan,vendedor,F,49,1123.41
Tamara Duryea,analista,F,32,1569.08
Angie Mcelveen,analista,F,22,1594.68
Sabrina Dulle,analista,F,29,1579.17
Angela Albritton,atendent,F,39,722.7
Bruce Thomas,vendedor,M,40,1069.03
Kimberly Logan,vendedor,F,50,1263.53
Robert Connor,analista,M,42,1410.24
Alexander Szczepanek,analista,M,46,1366.64
Robert Nowell,vendedor,M,37,1079.04
Paige Stokes,vendedor,F,39,1221.92
Barbara Grossman,operador,F,29,1006.7
Earl Every,operador,M,23,988.33
Charles Contreras,operador,M,33,1020.29
Kenneth Meade,atendent,M,55,912.06
Johnny Horgan,vendedor,M,51,960.78
Christi Bonine,vendedor,F,42,1233.68
Gisela Lackey,atendent,F,56,825.79
Jane Learn,atendente:,F,49,938.9
Dean Austin,analista,M,25,1619.59
Colleen Lokke,vendedor,F,21,1125.37
April Noyes,operador,F,33,1142.57
Milton Swan,vendedor,M,35,1125.64
Ashley Krause,operador,F,40,965.96
Stephen Meade,operador,M,42,900.61
Susan Smith,analista,F,20,1483.6
Frances Kiewiet,atendent,F,55,879.03
Maria Labrie,analista,F,53,1462.81
Angelica Hernandez,analista,F,37,1466.64
Willie Montgomery,operador,M,21,1073.89
Jennifer Sapp,vendedor,F,44,1364.55
Thelma Heatherington,operador,F,20,1014.4
Kendall Kindig,analista,F,32,1435.6
Coletta Pacheco,supervisor,F,28,3088.67
Christina Walls,analista,F,34,1366.86
Patrick Jackson,operador,M,32,1079.0
Edward Villanueva,analista,M,24,1650.09
Rick Hector,analista,M,39,1641.07
Albert Parker,vendedor,M,24,1172.08
Catherine Lovig,analista,F,59,1292.35
Chester Morales,analista,M,35,1377.21
Neville Barnes,operador,M,44,993.72
Charles Watts,analista,M,21,1618.55
Diana Garver,atendente:,F,52,924.61
Irene Knowles,analista,F,30,1460.18
Brenda Rafferty,gerente,F,37,4929.28
Devon Sullivan,atendente:,F,31,1052.67
Terry Linsley,atendente:,F,43,894.25
Andrew Lewis,operador,M,36,839.28
Cindy Cline,analista,F,39,1161.78
Martin Green,analista,M,39,1155.28
Russell Casey,atendent,M,21,941.89
Jennifer Kohnke,operador,F,32,972.59
Dario Dunn,operador,M,48,1032.17
Alice Hiraldo,supervisor,F,45,2778.09
Vincent Reese,atendente:,M,33,915.63
John Johnson,operador,M,34,902.35
Michael Campbell,atendent,M,35,815.03
Wayne Kramarczyk,vendedor,M,35,1302.05
Florence Black,atendente:,F,38,803.44
Ronald Buford,atendente:,M,56,924.54
Royce Mcdonald,operador,F,49,1066.92
Darla Martell,diretor,F,34,11147.52
John Diehl,atendente:,M,49,912.86
Joyce Grenier,operador,F,24,1056.77
Shirley Francois,operador,F,35,1028.95
Douglas Okelley,operador,M,29,796.16
Leonard Wilmot,analista,M,23,1305.08
Betty Trombetta,operador,F,55,940.26
Marianne Odonnell,atendente:,F,50,899.32
Warren Wilcox,atendente:,M,46,932.25
Jessica Koester,vendedor,F,34,1179.66
Violet Mueller,supervisor,F,45,3083.23
Jason King,analista,M,38,1562.87
Abraham Heyer,analista,M,54,1687.96
Ralph Locke,operador,M,57,932.81
Valerie Balfour,analista,F,31,1303.36
Jeffrey Garrison,analista,M,41,1117.44
Joshua Allen,analista,M,41,1414.6
Margret Taylor,vendedor,F,38,1279.79
Stacey Lewis,analista,F,22,1635.7
John Hamada,vendedor,M,37,1172.57
Therese Baca,gerente,F,21,4739.79
Charlotte Childers,atendent,F,49,1164.47
Jessica Carroll,supervisor,F,38,3596.46
Courtney Dunnaway,vendedor,F,26,1321.84
James Minelli,atendent,M,36,936.66
Jason Bourne,atendent,M,37,752.2
Mildred Bourgeois,gerente,F,40,4529.14
Joyce Mumma,gerente,F,52,4711.71
Marty Williams,analista,F,32,1282.14
Ricardo Gutierrez,analista,M,25,1351.03
John Green,supervisor,M,59,3221.75
Richard Green,atendente:,M,21,864.46
Robert Mottet,analista,M,42,1737.71
Peter Clark,analista,M,22,1713.27
Krystle Olsen,gerente,F,32,5087.02
Ernest James,atendent,M,21,761.9
Christiane Kinsey,vendedor,F,25,1091.84
Lucille Hutchinson,vendedor,F,54,1314.84
Kenneth Lafountain,vendedor,M,45,1037.41
Leonard Pander,operador,M,24,952.44
Matthew Spiller,operador,M,41,1000.24
Robert Crockett,analista,M,22,1329.85
Jessica Willis,gerente,F,36,4453.1
Sherry Larsen,operador,F,52,987.26
Cheryl Polanco,vendedor,F,39,1310.08
Ernest Holland,analista,M,51,1826.82
Herbert Coble,vendedor,M,24,1279.0
Amelia Rodriguez,operador,F,35,855.19
Judy Church,analista,F,58,1705.65
Evelyn Seidel,operador,F,23,992.2
Peter Gomez,operador,M,54,1171.42
Neville Schmelz,operador,M,32,1112.13
Sara Masters,operador,F,60,796.22
Emily Wilkerson,analista,F,38,1817.38
Blanche Mizutani,atendente:,F,21,847.62
Ronald Mckemie,atendente:,M,53,914.26
Susan Tenaglia,atendente:,F,49,1002.49
Joseph Maille,vendedor,M,23,1195.72
Helen Morrison,atendente:,F,50,861.47
Julie Mayo,operador,F,53,1025.01
Jacqueline Hargis,atendente:,F,54,806.15
Mary Wagner,operador,F,40,1050.38
Emily Dietrich,operador,F,21,1051.11
Richard Levine,analista,M,25,1296.61
Barbara Baim,analista,F,47,1338.49
Maricela Munroe,analista,F,50,1429.62
Emerson Adams,vendedor,M,47,1215.19
Jaime Baker,atendent,M,28,784.31
Nathan Mims,atendent,M,48,876.92
Susan Davenport,atendent,F,35,986.88
Susan Kuhns,atendente:,F,46,822.14
Christopher Baker,analista,M,24,1406.09
John Coble,analista,M,60,1496.31
Rosa Garramone,vendedor,F,60,1209.26
Jackie Cruz,operador,M,34,857.44
Janis Williams,atendente:,F,32,883.09
Diane Cooper,atendent,F,22,890.36
Carey Frey,analista,F,31,1498.98
Samuel Lemme,vendedor,M,37,1229.77
Jackie Farrell,analista,F,37,1675.19
Palma Casiano,atendente:,F,25,931.89
Bobby Taylor,vendedor,M,45,1176.76
Gerald Rowold,atendente:,M,48,1041.15
Mike Thurgood,operador,M,43,929.23
Michael Mahr,operador,M,32,1088.0
Donald Sanborn,operador,M,32,1042.24
Jim Glueck,atendent,M,25,848.36
Thomas Yost,vendedor,M,60,1216.56
Ann Rodriquez,analista,F,35,1428.39
Michael Ireland,atendente:,M,22,786.88
Tyrone Trice,vendedor,M,47,1198.03
Dorothy Lebow,atendent,F,52,899.51
Leroy Sullivan,operador,M,37,866.98
Bruce Madison,atendent,M,43,837.37
Franklin Yong,analista,M,39,1753.0
Charles Reed,operador,M,58,933.23
Kenneth Pruitt,operador,M,32,1020.95
Teresa Rodriguez,atendent,F,38,828.45
Loraine Brockhaus,operador,F,35,956.5
Katie Stinson,atendente:,F,22,964.62
Jan Vance,atendente:,F,49,936.14
Mariela Birk,atendent,F,51,936.2
Eric Nemith,atendente:,M,35,902.81
Ada Floyd,operador,F,36,992.17
Adam Covington,vendedor,M,49,1223.68
Lynn Desrochers,operador,F,38,949.19
John Thomas,atendente:,M,29,901.55
Nancy Castro,supervisor,F,45,3424.9
Arthur Wells,operador,M,32,871.85
William Rees,operador,M,42,981.64
James Marple,operador,M,36,1084.84
Jame Lee,operador,M,60,1145.12
Kathy Turk,atendent,F,26,990.03
Mary Martinson,operador,F,47,991.88
Raymond Delarosa,analista,M,36,1473.79
Charles Ziglar,supervisor,M,59,3231.99
Patricia Mcduffie,operador,F,56,1006.47
Erik Fontenot,atendent,M,34,961.22
Robert Barrett,atendente:,M,52,1157.29
Edward Goodman,vendedor,M,43,1094.6
Stanley Helder,operador,M,54,1229.85
Mildred Brinson,vendedor,F,51,1371.99
Gordon Arredondo,vendedor,M,44,1240.33
Scott Blind,atendente:,M,51,897.04
Mary Schmid,diretor,F,31,9127.67
Arnold Ahrens,operador,M,32,992.11
Fonda Garcia,analista,F,39,1411.63
Richard Fleck,atendente:,M,33,841.65
Maria Monarez,analista,F,51,1379.7
Robert Bond,operador,M,41,1020.35
David Stevens,analista,M,53,1369.2
Roberto Crisp,supervisor,M,45,3085.52
Daniella Iberg,operador,F,45,944.75
Nathan Guillory,analista,M,59,1627.74
Lee Grossman,analista,M,56,1346.17
Geneva Lindsey,operador,F,28,1095.42
Peter Walker,supervisor,M,50,2484.32
Jeffrey Berrier,supervisor,M,40,2986.24
Pamela Leabow,operador,F,36,1108.09
Amber Parks,operador,F,29,759.59
Maribel Crist,supervisor,F,56,2866.61
John Williams,supervisor,M,36,3002.42
Ann Warren,analista,F,42,1529.49
Clarence Sherrill,atendent,M,22,786.77
Herb Madera,operador,M,49,1102.18
Myrtle Mariano,atendent,F,24,913.73
Debra Tatum,analista,F,60,1469.21
Bonnie Lupton,operador,F,22,1131.29
Darrell Stupak,supervisor,M,47,3455.48
Karol Treisch,analista,F,29,1450.43
David Carpenter,supervisor,M,37,3700.03
Joseph Crawford,analista,M,22,1537.24
Carolyn Brown,atendent,F,51,948.79
Thomas Berge,atendente:,M,39,672.01
Peter Johnson,vendedor,M,22,1375.49
Wesley Hession,operador,M,54,1006.55
Jane Graber,analista,F,59,1435.16
Vincent Robinson,operador,M,45,1040.17
Mary Griffin,atendent,F,31,1163.08
Kurt Davis,diretor,M,52,9498.39
Stacy Bostick,atendente:,F,55,840.68
Melissa Ohare,atendente:,F,39,899.9
Louella Elias,analista,F,37,1630.94
Ellen Burnsworth,operador,F,22,1008.59
Jon Baggett,atendente:,M,25,911.99
Maria George,vendedor,F,25,1126.6
Elaine Blake,operador,F,24,787.78
Ahmed Pistilli,atendent,M,32,870.6
Angeline Mesiti,atendente:,F,31,825.7
Elizabeth Maia,atendente:,F,51,886.36
David Brunet,atendente:,M,37,790.84
Roy Johnson,gerente,M,48,5284.91
Rachel Terrazas,analista,F,58,1580.46
Bonnie Sayers,operador,F,51,981.42
Dorian Cole,vendedor,M,38,1026.91
Jean Turnage,atendente:,F,51,781.62
Allen Hawthorne,atendent,M,25,764.98
Maria Felberbaum,operador,F,59,1186.3
Racheal Witherspoon,analista,F,55,1717.88
David Zable,analista,M,36,1433.22
Ruth Potter,supervisor,F,28,3437.58
Marjorie Hairston,atendent,F,25,902.15
Latoya Ellis,operador,F,20,940.21
Addie Medlin,vendedor,F,60,1303.27
Audrey Holley,analista,F,57,1490.23
Mary Kenney,gerente,F,36,4354.08
Kay Neal,atendent,F,48,901.95
Loni Miles,operador,F,21,1026.44
Jonathan Toney,operador,M,32,889.48
Kyle Heidebrecht,supervisor,M,49,3626.19
Terry White,vendedor,M,25,1417.69
Margaret Mease,analista,F,28,1394.9
Guadalupe Carter,supervisor,F,43,3092.85
Jeannie Tatum,atendent,F,20,989.11
Gregory Tyrone,analista,M,34,1506.75
Marian Kautz,vendedor,F,30,1007.12
Joel Ridlon,operador,M,29,997.88
Pauline Chapa,atendente:,F,54,999.96
Mary Whipple,vendedor,F,38,1256.03
Christopher Lamb,atendente:,M,31,931.85
Charlotte Webb,atendente:,F,60,980.3
Clara Tester,atendent,F,45,885.81
Kenneth Walker,analista,M,37,1535.39
Betty Wright,vendedor,F,39,1100.91
Barbara Docken,operador,F,50,1080.11
Hazel Bohland,analista,F,60,1607.12
Billy Chavez,atendente:,M,25,865.5
Wanda Brown,gerente,F,26,4856.69
William Webb,atendente:,M,60,1032.14
Chandra Pirtle,vendedor,F,25,1247.84
Tara Harrison,analista,F,44,1581.45
Andy Gay,atendente:,M,29,942.28
Clayton Heffner,atendent,M,44,953.77
Amanda Philbeck,analista,F,25,1346.93
Vicki Wortham,analista,F,36,1447.13
Maryellen Russ,operador,F,51,1008.33
Jacob Nichols,analista,M,52,1519.98
Karin Ballew,analista,F,37,1466.95
Theo Bobadilla,atendent,M,31,665.87
Jorge Morin,operador,M,20,919.6
Priscilla Doria,vendedor,F,54,1181.4
James Simpson,operador,M,30,1009.22
Joan Roman,atendent,F,31,998.25
Marjorie Lamison,analista,F,39,1471.8
Don Busch,vendedor,M,27,1242.62
Ann Bishop,operador,F,48,942.1
Faustina Lynch,analista,F,48,1472.5
Wanda Dickman,analista,F,52,1481.02
Tamara Demopoulos,atendente:,F,28,983.67
Laura Burmeister,operador,F,44,1009.2
Phillis Fratta,atendent,F,47,886.78
Robert Hardy,operador,M,32,900.01
Victor Howell,atendente:,M,57,961.17
Bill Sargent,atendent,M,25,896.25
Lauren Sanchez,operador,F,26,1053.32
Ann Finley,operador,F,38,1026.82
Ronald Burns,supervisor,M,51,2905.53
David Woodson,atendent,M,23,820.49
Danielle Roberts,analista,F,37,1358.95
Betty Meadors,atendent,F,39,750.96
John Lemmon,atendente:,M,53,945.58
Teresa Rojas,analista,F,20,1486.2
Beatrice Lockhart,vendedor,F,30,1236.06
Mary Law,operador,F,20,846.64
Nellie Christiansen,atendent,F,31,993.84
William Alcorn,analista,M,57,1295.65
John Gomez,operador,M,56,956.1
Michael Lacefield,vendedor,M,29,1410.99
Cheryl Sanders,operador,F,54,1119.65
Amy Anderson,vendedor,F,45,1296.22
Katie Miranda,operador,F,24,924.72
Florence Mitchell,analista,F,32,1456.95
Adam Young,vendedor,M,52,1205.55
Anne Guzman,atendent,F,29,869.45
James Nowell,vendedor,M,46,1109.6
Terry Singleton,gerente,M,33,4166.95
Jose Blair,atendent,M,26,1003.28
Roland Fishman,analista,M,47,1407.39
Bettye Davis,atendente:,F,52,911.05
Mary Hughes,analista,F,57,1528.94
Grover Schmitz,supervisor,M,24,3142.71
Ramiro Thuringer,analista,M,42,1449.94
Carol Shepherd,vendedor,F,56,1154.52
Sandra Trent,vendedor,F,47,1186.32
James Cortes,operador,M,32,895.0
Normand Magill,operador,M,52,1039.87
Samantha Jones,atendente:,F,55,979.73
Nancy Hall,vendedor,F,31,1225.71
Phillip Sons,vendedor,M,57,1126.73
Brenda Pierre,analista,F,20,1455.09
Edward Taylor,operador,M,38,1107.33
Kelvin Diaz,operador,M,44,1124.03
Larry Sparks,analista,M,36,1272.61
Oscar Johnson,atendente:,M,51,837.25
Travis Vargas,analista,M,20,1478.95
Minnie Moreno,diretor,F,21,9651.78
Tammy Cerda,operador,F,29,896.06
Zetta Child,operador,F,47,1114.11
Laurie Goforth,analista,F,41,1741.11
Theresa Kulikowski,atendente:,F,58,916.68
Susan Leverenz,operador,F,20,972.18
Steven Meyers,operador,M,26,955.86
Paul Kearney,atendent,M,44,842.96
Micheal Jennison,analista,M,49,1237.54
Lance Rost,analista,M,46,1280.76
Ann Ball,vendedor,F,41,1129.98
Benjamin Flemings,vendedor,M,36,1427.69
Rich Cromwell,atendent,M,39,995.18
David Larsen,operador,M,55,989.45
Christine Caldwell,supervisor,F,20,2924.67
Robert Hale,operador,M,59,1010.83
Allen Davidson,operador,M,21,1148.01
Dawn Toles,atendent,F,51,857.74
David Miller,analista,M,51,1696.85
Susan Oliver,atendent,F,55,811.71
Jennifer Cruz,operador,F,23,1024.32
Norman Sun,atendent,M,29,1025.41
Kay Robertson,atendente:,F,39,1023.75
Frank Reid,atendent,M,53,1059.77
James Hogston,atendent,M,47,841.32
Dillon Paradis,operador,M,55,950.85
Alan Wright,atendente:,M,34,826.59
Ann Keitt,operador,F,46,973.79
George Dugger,operador,M,58,1061.86
Martin Libby,vendedor,M,52,1408.03
Julius Luttrell,operador,M,20,1049.52
Tammy Lawrence,operador,F,23,1080.97
Patrick Bartos,vendedor,M,28,1144.01
Dustin Hawkins,operador,M,37,913.42
Arcelia Calabrese,supervisor,F,21,3186.68
Robert Mckay,atendent,M,28,892.85
Michael Dillon,vendedor,M,21,1291.48
Tyrone Robinson,atendent,M,21,818.05
Bertie Haak,atendent,F,36,901.44
Rex Ertz,atendente:,M,39,840.28
Tara Conley,operador,F,57,1097.75
James Morgan,analista,M,42,1496.21
Valerie Jones,atendent,F,55,918.63
John Grady,analista,M,55,1432.82
Lisa Ferris,atendente:,F,28,821.28
Lori Spicer,atendente:,F,51,933.5
Jason Jackson,operador,M,49,974.4
Jacqueline Jones,operador,F,48,1016.23
Elizabeth Burke,operador,F,51,987.85
Stephen Delk,analista,M,44,1246.76
Richard Newman,operador,M,51,997.42
Claude Jacobson,operador,M,28,1189.62
Amanda George,vendedor,F,59,1153.62
Dorothy Shoemaker,atendent,F,56,894.59
Margaret Douglas,analista,F,25,1271.74
Anthony Fix,gerente,M,21,4953.29
Wanda Blacker,analista,F,42,1852.06
James Dugue,atendente:,M,52,914.64
Richard Long,analista,M,21,1376.47
Stephanie Deisher,analista,F,28,1328.94
Francis Currier,analista,F,56,1444.71
Becky Demaria,analista,F,36,1546.74
Luis Watford,atendente:,M,60,657.66
Angela Martin,atendente:,F,30,888.4
Viola Peters,analista,F,53,1571.02
Edith Robinson,vendedor,F,33,1408.08
Lewis Baker,vendedor,M,22,1289.86
Val Pero,analista,M,32,1492.34
Henry Cooley,operador,M,45,1129.3
Petra Boyd,atendente:,F,38,833.83
Alejandro Brooke,operador,M,44,1076.89
Deena Foster,operador,F,27,1001.39
Daniel Mason,operador,M,41,1037.8
Glenn Jones,vendedor,M,55,1348.61
Karen Corrieri,atendent,F,55,891.67
Danielle Freeman,operador,F,39,883.6
Daniel Sieracki,gerente,M,56,4671.16
Richard Joseph,analista,M,48,1450.39
Robert Pagan,vendedor,M,39,1038.66
Nancy Downs,operador,F,40,1101.75
Frances Horn,atendente:,F,56,895.03
Barbara Bailey,vendedor,F,59,1176.38
Francisco Smith,analista,M,38,1418.8
Sandra Maglio,vendedor,F,44,1189.52
Earl Graham,operador,M,49,865.29
Fred Rock,analista,M,53,1657.46
Kevin Atkins,vendedor,M,52,1149.59
Jose Haynes,analista,M,33,1416.97
Michael Heard,operador,M,46,1025.14
Cortez Eatman,vendedor,M,51,1245.87
Roberta Hightower,operador,F,20,1120.65
Charlotte Gaskill,analista,F,35,1719.64
Cleo Johnson,atendente:,F,56,848.67
Samella Heck,supervisor,F,42,2627.26
Shawn Young,atendente:,M,39,802.94
David Billington,operador,M,21,981.95
Jenny Garris,analista,F,48,1514.79
Tracey Braden,atendente:,F,54,950.76
David Burleson,operador,M,36,999.84
Carmen Trusty,atendent,F,58,1024.26
Mildred Upright,operador,F,21,1214.57
Charles Grant,atendente:,M,26,795.96
James Brown,atendente:,M,21,969.45
Iris Powers,operador,F,24,1100.11
Emily Jackson,vendedor,F,24,1215.54
Sandra Huffman,operador,F,48,845.74
Antonio Flaherty,atendent,M,43,844.8
Lorraine Rose,operador,F,42,1147.18
Cecelia Tarone,atendent,F,53,739.13
Carly Beasley,operador,F,34,1092.31
Mary Kaplan,operador,F,59,964.15
Gary Net,supervisor,M,39,2947.18
Steven Brashear,analista,M,22,1680.94
Helen Weeks,analista,F,59,1562.28
Pearl Fischer,supervisor,F,28,3043.48
Sheila Grimm,operador,F,46,937.09
David Rodgers,analista,M,20,1646.36
Calvin Turley,vendedor,M,37,1270.04
Dean Gary,analista,M,43,1379.61
Jimmy Orear,operador,M,41,1067.74
Casey Lagrone,analista,M,31,1290.31
Jewel Kuehn,vendedor,F,41,1155.0
Kindra Corbin,atendente:,F,37,1038.44
Kim Stecklein,operador,F,41,1054.48
Sue Bradley,gerente,F,52,4990.33
James Stone,vendedor,M,57,1098.97
Bertha Clark,analista,F,34,1593.34
Anthony Cormier,analista,M,40,1332.29
Tanya Ellis,analista,F,21,1323.69
Margaret Rodriguez,atendente:,F,39,929.93
Rebecca Beamer,atendent,F,31,856.81
Deborah Quagliano,diretor,F,31,10537.8
Pauline Cleveland,atendent,F,30,961.87
Anthony Bell,atendente:,M,32,900.7
Cynthia Harris,vendedor,F,37,1068.69
Delores Post,analista,F,45,1302.27
Raymond Bittner,atendent,M,53,977.49
Terry Marshall,diretor,M,22,8920.96
Tory Wilson,atendente:,M,28,847.01
James Castro,supervisor,M,40,3209.78
Shanda Thompson,operador,F,44,815.63
Brian Griffey,atendente:,M,37,1133.28
Robert Edgin,atendent,M,54,1081.95
Jason Palmer,atendente:,M,43,955.1
Robert Barbieri,vendedor,M,52,1043.18
Dolores Miller,analista,F,22,1227.41
Jerry Davenport,analista,M,52,1275.09
Larry Nelson,analista,M,52,1841.4
Henry Vassel,analista,M,40,1497.46
Herman Garcia,vendedor,M,41,1301.41
Bert Rubin,atendente:,M,31,884.58
Ernest Yetsko,atendent,M,29,863.45
Donald Smith,vendedor,M,33,1127.88
Patty Mueller,operador,F,25,1011.4
Michael Mckenzie,diretor,M,52,9175.56
Lisa Myers,atendente:,F,60,843.28
Charles Perkins,analista,M,29,1414.6
Fran Corchado,analista,F,54,1637.52
Thomas Wright,supervisor,M,40,3137.28
Kelly Slack,vendedor,F,54,1227.24
William Sewell,analista,M,31,1328.83
Robert Weems,operador,M,32,1008.78
Adam Fletcher,vendedor,M,54,931.83
Lauren Ehlert,analista,F,39,1478.54
Scott Bass,operador,M,32,1051.53
Michael Heath,atendent,M,51,933.94
Wayne Maynard,atendent,M,46,880.0
Jessica Loh,atendente:,F,28,830.74
Carole Englert,atendente:,F,22,854.6
Gaynell Maloney,atendente:,F,33,825.21
Beau Leblanc,analista,M,51,1505.45
Lori Kreisher,operador,F,46,1024.34
Laurence Houseal,operador,M,42,872.83
Amanda Gibson,vendedor,F,51,1210.47
Elena Kohnen,atendente:,F,36,907.57
Michael Bass,operador,M,26,855.76
Elizabeth Black,vendedor,F,23,1275.29
Patrick Hernandez,analista,M,53,1526.46
Barbara Clark,operador,F,33,1043.16
Kelly Rabon,vendedor,F,40,1215.75
John Phelps,gerente,M,33,4862.88
Jennifer Fuente,analista,F,57,1555.96
Isabel Walker,supervisor,F,59,2494.14
Blair Rouse,operador,M,42,1006.18
Sheldon Rodino,operador,M,38,1000.76
Yvette Davis,atendent,F,25,912.72
Willie Pichardo,vendedor,M,42,1254.04
Joyce Chipps,operador,F,48,1073.09
Maria Crye,atendente:,F,45,924.71
Melissa Butler,operador,F,37,843.17
Tatiana An,atendente:,F,32,861.82
Naomi Jacobs,operador,F,34,994.31
Todd Trojanowski,operador,M,40,892.67
Ferdinand Mcneely,gerente,M,20,5331.89
Jeffery Weeden,operador,M,46,806.86
Elbert Harden,analista,M,54,1545.48
Albert Booker,operador,M,43,1069.92
Patricia Beckman,atendent,F,42,973.91
Richard Bellamy,analista,M,28,1382.34
Lisa Johnson,supervisor,F,23,3112.12
Alicia Dinsmore,supervisor,F,55,3270.27
Martha Buckner,atendent,F,38,979.92
Katie Chandler,operador,F,51,921.52
Marie Pugh,analista,F,32,1604.71
Nathan Saunders,operador,M,50,1039.25
John Cox,atendente:,M,22,840.79
Jeffery Brady,analista,M,26,1585.73
Mildred Williams,vendedor,F,60,1248.64
Jeremy Shultz,operador,M,23,977.17
Matthew Mathers,operador,M,54,1100.37
Angelina Loehr,analista,F,26,1435.12
Luis Anderson,gerente,M,48,4928.45
Joe Porter,analista,M,58,1414.25
Patricia Oetzel,atendente:,F,28,981.55
Kenneth Pavlosky,atendente:,M,23,876.67
Robert Lewis,supervisor,M,33,3179.15
Sara Edmonds,analista,F,20,1589.09
Charlie Rogers,operador,M,39,901.39
William Hernandez,atendent,M,43,1019.32
Rebecca Mckenzie,operador,F,24,848.31
Elizabeth Tadych,operador,F,51,873.47
Frank Leary,supervisor,M,43,3079.07
Margaret Wong,analista,F,35,1650.79
Gary Bittner,operador,M,42,946.64
Joyce Pauls,operador,F,39,1170.98
Richard Langford,atendente:,M,36,825.44
Jill Lopez,atendent,F,45,904.57
Bill Richman,vendedor,M,32,1195.0
Oliver Buxton,analista,M,57,1502.67
Anne Roughton,supervisor,F,36,2877.79
Dorothy Bermudes,vendedor,F,60,1092.49
Pamela Slaff,atendente:,F,54,918.72
Brenda Titus,operador,F,25,1067.12
David Boes,atendente:,M,41,911.01
Andrew Wilkerson,operador,F,31,1063.74
Mary Woods,analista,F,52,1345.23
Ronald Caddel,operador,M,60,1022.64
Ruthann Barbee,analista,F,53,1535.34
Hector Caraballo,analista,M,52,1582.55
Stephen Poissant,analista,M,56,1686.94
Douglas Swartz,analista,M,27,1466.71
Willie Bowman,operador,M,32,1077.76
Ezra Shortt,analista,M,51,1643.73
Martina Fuller,vendedor,F,22,1222.54
Vivan Lewis,operador,F,55,1054.41
Virginia Howard,operador,F,45,855.22
Tracy Combest,atendente:,F,46,792.43
Robert Gordon,vendedor,M,32,1165.32
William Burns,analista,M,41,1454.38
Helen Ludwig,analista,F,24,1342.16
Terry Brown,analista,M,43,1980.87
Carlton Baker,atendente:,M,36,1007.33
Janet Hopkins,atendente:,F,44,898.57
Ricky Penna,supervisor,M,31,3284.28
Chris Bailey,analista,M,26,1550.87
Mike Ochoa,supervisor,M,35,2817.74
Cheryl Camacho,vendedor,F,27,1410.46
Catherine Rivera,diretor,F,35,8781.46
Gus Dunn,vendedor,M,47,863.82
Ida Dobkins,operador,F,27,968.63
Liana Samuel,atendente:,F,34,853.96
Theodore Stevens,analista,M,52,1435.76
George Mckinney,operador,M,22,1071.62
Matthew Thornhill,operador,M,52,989.2
Arnold Berman,vendedor,M,35,1196.27
Michelle Hof,supervisor,F,23,3262.94
Joan Wilson,atendente:,F,44,740.0
David Jones,atendente:,M,56,869.84
Micheal Sells,diretor,M,58,11387.11
Marsha Howard,vendedor,F,58,1223.27
Larisa Ochinang,vendedor,F,22,1220.19
Susan Daley,analista,F,54,1520.07
Julia Phillips,vendedor,F,43,1353.76
Gregory Morris,operador,M,25,1034.48
Estelle Hunt,vendedor,F,40,1301.85
Brad Mcmillan,operador,M,55,1126.79
James Reynolds,supervisor,M,31,3042.32
Bettina Lopez,atendent,F,45,854.6
David Stafford,vendedor,M,24,1382.08
Charles Bednarczyk,analista,M,37,1622.21
Milton Pickett,operador,M,57,799.0
Terry Hammers,atendent,M,60,859.64
Susan Turner,diretor,F,41,10478.26
Carola Stedman,operador,F,45,950.77
